"topic","question_or_title","answer_or_content","source_url","date_collected"
"CERPAC","What is the general process to obtain a CERPAC?","1) Submit an online application through the NIS e-CERPAC portal. 2) Upload required documents: valid passport with Nigerian visa, proof of employment/business registration/student status, and other supporting documents. 3) Pay the applicable fee online. 4) Provide biometric data (fingerprints and photograph) at a designated NIS office. 5) NIS processes and verifies the application before issuing the card.","https://immigration.gov.ng/combined-expatriate-residence-permit-and-aliens-card-cerpac/","2026-08-04"
"CERPAC","What is the e-CERPAC and how is it different from the older process?","The e-CERPAC is an electronic version that eliminates the need for post-arrival regularisation: it is processed and issued before the expatriate even enters Nigeria, streamlining what was previously a post-arrival application process and reducing administrative delays.","https://immigration.gov.ng/e-cerpac-combined-expatriate-residence-permit-and-aliens-card/","2026-08-04"
"CERPAC","Does an employer need an Expatriate Quota before hiring a foreign worker?","Yes. The employer must first have an approved Expatriate Quota authorizing the company to employ a specific number of foreign nationals in specific approved roles. Only after securing the quota can the employer sponsor the foreign candidate's Subject to Regularisation (STR) visa, after which the employee enters Nigeria and applies for CERPAC to gain legal residence and work authorization.","https://www.playroll.com/blog/cerpac-visa-requirements","2026-08-04"
"JAMB/WAEC","When did 2026 JAMB UTME registration open and how much does it cost?","2026 UTME registration ran from 20 January to 3 March 2026. Registration fees vary depending on whether a candidate opts for the optional mock exam, which costs an additional ₦1,500; JAMB reported no fee hikes for the 2026 cycle compared to the prior year.","https://www.androidpols.com.ng/2025/09/2026-jamb-utme-and-waec-registration.html","2026-08-04"
"JAMB/WAEC","How do I check my 2026 JAMB UTME result by SMS?","Send a message containing 'UTME RESULT' or 'UTMERESULT' (in capital letters, no spacing) from the exact phone number used during registration to the shortcode 55019 or 66019. A charge of ₦50–₦100 (varies by report) is deducted from your airtime, and you receive an SMS reply with your score. Using a different phone number than the one registered will return an error message.","https://awajis.com/jamb-result/","2026-08-04"
"JAMB/WAEC","How do I check my JAMB result online and print an official result slip?","Sign in to your JAMB e-Facility account using your registered email/username and password, navigate to the result-checking area, and select 'Print Result Slip.' Printing the original result slip (which includes your biometric passport photo, institutional preferences, and a security barcode) attracts a ₦500 fee payable via ATM card or other options on JAMB CAPS.","https://myschoolgist.com/news/jamb-result/","2026-08-04"
"JAMB/WAEC","How many candidates registered for the 2026 UTME and how quickly were results released?","The 2026 UTME, conducted 16–23 April 2026, attracted 2,243,816 registered candidates — a 10.5% increase over the roughly 2.03 million who registered in 2025. Over 1.9 million results were processed and released within 48 hours of the final paper, released in rolling batches by exam date.","https://awajis.com/jamb-result/","2026-08-04"
"JAMB/WAEC","Is UTME mandatory for admission into all Nigerian tertiary institutions?","For admission into most traditional Nigerian universities, yes — UTME is required. However, some accredited alternatives exist; for example, certain licensed open/flexible universities admit students directly with a minimum of five O'Level credits (WAEC, NECO, GCE, or NABTEB) including English and Mathematics in no more than two sittings, without requiring UTME.","https://miva.edu.ng/2026-jamb-utme-registration-dates-requirements-fees/","2026-08-04"
"Pension (PenCom)","Is a BVN now mandatory to register or update a Retirement Savings Account (RSA)?","Yes. A PenCom circular effective 1 February 2025 made the 11-digit Bank Verification Number (BVN) mandatory for all new Retirement Savings Account (RSA) registrations and for data recapture updates to existing RSA records. Pension Fund Administrators (PFAs) must mark the BVN field as mandatory on their registration and data recapture forms.","https://thesun.ng/bvn-now-mandatory-for-rsa-registration-data-recapture-naicom/","2026-08-04"
"Pension (PenCom)","What documents does PenCom require to register an RSA for a formal-sector employee?","Requirements include a Letter of Employment/Appointment and a means of identification — acceptable options include a Staff Identity Card, International Passport, or a National Identity Card/Enrolment Slip issued by NIMC showing the NIN. If a Staff ID Card is provided, additional ID requirements may be waived; the BVN is mandatory in all cases as of February 2025.","https://www.legit.ng/business-economy/industry/1636150-pencom-announces-requirements-retirement-savings-account/","2026-08-04"
"Pension (PenCom)","What is PenCom's data recapture self-service platform launched in 2026?","From 1 February 2026, PenCom's self-service platform allows eligible Retirement Savings Account holders to update their biodata and biometric information directly online, as part of an ongoing Data Recapture Exercise (first launched in 2019) that uses the Enhanced Contributor Registration System integrated with NIMC to verify identities and harmonise RSA records with national identity data.","https://nairametrics.com/2026/02/02/pencom-launches-self-service-platform-for-mandatory-pension-data-update/","2026-08-04"
"BVN","How do I get a Bank Verification Number (BVN) in Nigeria?","BVN registration requires in-person enrolment — you cannot get a BVN entirely online. If residing in Nigeria, visit your bank branch to have your biometrics (fingerprints and photo) captured and linked to your BVN. Nigerians abroad can use partner enrolment centres (operated in partnership with the Nigeria Inter-Bank Settlement System, NIBSS) in select countries, typically by appointment.","https://avanteglobalservices.com/","2026-08-04"
"BVN","What is the BVN and when was it introduced?","The Bank Verification Number (BVN) is an 11-digit unique identifier assigned to each individual across the Nigerian banking industry, launched by the Central Bank of Nigeria in collaboration with all banks on 14 February 2014. It strengthens banking security, reduces financial fraud, and streamlines identity verification and authentication across banking transactions.","https://www.legit.ng/business-economy/money/1636564-more-nigerians-bvn-account-cbn-instructions/","2026-08-04"
"Police Character Certificate","What is a Police Character Certificate and how do I apply?","A Police Character Certificate (also called a Police Clearance Certificate) is an official document issued by the Nigeria Police Force confirming whether an individual has a criminal record; it's commonly required for visa processing, study/employment abroad, and background checks. Applications are made through the Police Specialised Services Automation Project (POSSAP) portal at possap.gov.ng: applicants complete most of the process online (personal details, ID type — NIN, BVN, or International Passport — and a recent passport photo), then visit a designated police command or formation in person for biometric capture.","https://punchng.com/how-to-apply-for-police-character-certificate-tinted-glass-permit/","2026-08-04"
"Police Character Certificate","How long does a Nigerian Police Character Certificate take and how long is it valid?","Once biometrics are captured, standard processing takes about 3 to 7 working days, after which a digital, verifiable PDF copy is emailed and can be downloaded anytime from the applicant's POSSAP account. The certificate is generally valid for three months (90 days) from its date of issue.","https://www.pulse.ng/story/how-to-get-police-character-certificate-nigeria-2026-2026080405535678230","2026-08-04"
"Police Character Certificate","Can Nigerians abroad apply for a Police Character Certificate without returning home?","Yes. Nigerians living abroad can begin the application online via POSSAP using their NIN or BVN. However, biometric fingerprint capture generally cannot be done by proxy — a trusted contact in Nigeria can submit supporting documents at Force CID on the applicant's behalf, but the applicant's own fingerprints must eventually be captured, either during a visit to Nigeria or through an accepted alternative arrangement, which can extend processing to several weeks or months.","https://www.nigerians.ca/blog/nigeria-police-certificate-canada-how-to-guide-2026","2026-08-04"
"NIN","Is registering for NIN free?","Yes, NIN enrolment itself is free of charge at NIMC and designated ward-level enrolment centres. Costs only arise for ancillary services such as replacement of a lost NIN slip/card, premium/expedited services, or third-party printing — official first-time enrolment carries no fee.","https://punchng.com/nimc-mobilises-for-national-identity-registration/","2026-08-04"
"NIN","What biometric data does NIMC capture during NIN enrolment?","NIMC captures all ten fingerprints, a facial photograph, and a signature during in-person enrolment at an approved centre, alongside demographic data (name, date of birth, address, etc.) either entered by an enrolment officer or auto-populated by scanning a pre-enrolment barcode slip.","https://www.nigerianpassports.com/national-identity-number","2026-08-04"
"CAC","What is the minimum CAC fee to register an Incorporated Trustee (NGO/church/association)?","Registering Incorporated Trustees (used for NGOs, churches, foundations, and associations) with the CAC involves a set of incorporation forms, separate from company or business name fees, with published fees for the initial forms and additional charges of ₦100 for each extra form, per CAC's official fee schedule.","https://www.cac.gov.ng/faq_category/list-of-fees/","2026-08-04"
"CAC","Do I need to renew or re-register my CAC business name periodically?","You do not re-register from scratch, but every CAC-registered entity (business name or company) must file annual returns each year to remain in 'Active' status; failure to file attracts an escalating monthly penalty, and prolonged non-compliance can result in the name being struck off the register.","https://cacregister.com.ng/blog/cac-registration-fees-official","2026-08-04"
"Passport","What happens if I lose my Nigerian passport — how much does replacement cost?","A lost passport is replaced at the same fee as a fresh 64-page passport application within Nigeria (₦200,000) — there is no discount for loss, and applicants are generally advised to file a police report and follow the standard fresh-application process through the NIS portal.","https://nigerianqueries.com/cost-of-nigerian-international-passport/","2026-08-04"
"Vehicle Registration","What is the general process to register a new vehicle in Nigeria?","After purchase, obtain proof of ownership documents, then visit the state vehicle licensing office to complete an Allocation of Plate Number Form. Pay the required fees (number plate fee, vehicle licence fee, roadworthiness certificate fee, registration fee, and insurance), after which the licensing authority issues proof of ownership documents. FRSC then assigns and issues the physical number plate, which must be correctly attached, along with a Vehicle Identification Tag (VIT).","https://carbon365.com/nigeria/blog/car-registration-process-in-nigeria/","2026-08-04"
"Vehicle Registration","How much does vehicle registration cost in Lagos?","Combined registration fees (number plate, vehicle licence, roadworthiness certificate, registration, and insurance) typically range from roughly ₦30,000 to ₦50,000, varying by vehicle type and state.","https://carbon365.com/nigeria/blog/car-registration-process-in-nigeria/","2026-08-04"
"Vehicle Registration","How do I verify if a used ('tokunbo') car's registration and customs duty are legitimate before buying?","You can dial the USSD code *7031# to instantly confirm whether the Vehicle Identification Number (VIN) is registered on the national VREG system and whether Customs Duty has been fully paid. Separately, verify the number plate on the National Vehicle Identification System (NVIS) to confirm it is legally assigned to that specific vehicle, and check for a 'recycling tag' confirming the mandatory recycling fee has been settled under 2026 rules.","https://www.marketplace.ng/blog/car-registration-verification-in-nigeria-in-2026","2026-08-04"
"Vehicle Registration","What government portal manages Nigeria's national vehicle registry?","VREG (Vehicle Registration System, vreg.gov.ng) is the national platform for vehicle registration services, including VIN registration by importers, VIN verification/registration status checks, and processing requests to transfer vehicle ownership from one person to another.","https://vreg.gov.ng/","2026-08-04"
"Vehicle Registration","What does a vehicle roadworthiness certificate confirm and how is compliance tracked?","A roadworthiness certificate confirms a vehicle passed a physical inspection assessing its fitness for road use; the certificate is affixed to the vehicle. A validity tag or e-Tag is also pasted on the windscreen so officials can quickly confirm current roadworthiness status during routine road checks without needing the physical certificate on hand.","https://www.highwaycode.com.ng/ii-vehicle-identification-mark.html","2026-08-04"
"Marriage Registration","What are the two types of registry ('court') marriages recognized in Nigeria and how long is the notice period?","Nigeria's Marriage Act recognizes an Ordinary Marriage (between two Nigerians), which requires a 21-day public notice period, and a Special Marriage (between a Nigerian and a non-Nigerian, or between two non-Nigerians), which requires a shorter 7-day notice period. In both cases, a Letter/Notice of Marriage Intention is displayed at the registry for public inspection before the marriage can proceed.","https://www.verazadvocates.com.ng/2023/09/14/marriage-in-the-registry-court-marriage/","2026-08-04"
"Marriage Registration","What core documents are needed for a Nigerian court/registry marriage?","Both parties generally need: a Birth Certificate or Declaration of Age, passport photographs, a valid government-issued ID (NIN slip/card, international passport, driver's licence, or voter's card), and a Sworn Affidavit of Bachelorhood/Spinsterhood from a law court. Additional documents are required for special circumstances — e.g., decree nisi/absolute for divorcees, a deceased spouse's death certificate for widows/widowers, or a parental consent letter if either party is under 21.","https://blog.janatribe.com/weddings/court-wedding-in-nigeria-requirements-process-cost-checklist-what-to-wear/","2026-08-04"
"Marriage Registration","What is the minimum legal age to marry under Nigeria's Marriage Act?","Both parties must generally be of marriageable age, which is 18 years in most states; consent of both parties (and of parents/guardians if either party is under 21) is also required.","https://www.verazadvocates.com.ng/2023/09/14/marriage-in-the-registry-court-marriage/","2026-08-04"
"Marriage Registration","Can a Nigerian be validly married under the Marriage Act if already married under customary law?","No. Under Section 33(1) of the Marriage Act, a statutory marriage is invalid if either party is, at the time of the ceremony, already married under customary/native law to another person whose marriage has not been legally dissolved. A registrar must be satisfied there is no subsisting marriage of any kind before issuing a certificate to marry.","https://intergovernmentalmarriagereg.org/nreg/marriage-under-the-act.php","2026-08-04"
